title,company,location,city,salary
Senior Data Scientist,Cobbs Creek Healthcare,Newtown Square PA,Philadelphia,120000.0
Data Scientist,"Worldgate, llc",Philadelphia PA Logan Square area,Philadelphia,67500.0
Sr. Data Analyst,Black Equity Coalition,Philadelphia PA,Philadelphia,57500.0
"Senior Data Scientist, Growth",Recruiting From Scratch,Philadelphia PA Belmont area locations,Philadelphia,160000.0
Software Engineer (Data Science),Crane Payment Innovations,Hybrid remote in Malvern PA,Philadelphia,92500.0
Senior Data Science Software Developer,Korn Ferry,Hybrid remote in Collegeville PA,Philadelphia,127500.0
AI Developer,CobbleStone Software,Clementon NJ,Philadelphia,85000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Philadelphia PA,Philadelphia,150000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Philadelphia PA,Philadelphia,210000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Philadelphia PA locations,Philadelphia,175000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Philadelphia PA,Philadelphia,175000.0
Principal Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Remote in Philadelphia PA,Philadelphia,175000.0
Senior Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Hybrid remote in Philadelphia PA,Philadelphia,250000.0
Data Scientist,The University of Pittsburgh,Pittsburgh PA,Pittsburgh,45942.0
Lead Data Scientist,S&P Global,Carnegie PA,Pittsburgh,155000.0
Senior Data Analyst,U.S. Bank National Association,Pittsburgh PA Middle Hill area,Pittsburgh,108132.5
Statistical Data Analyst,The University of Pittsburgh,Pittsburgh PA,Pittsburgh,61542.0
Senior Data Scientist,Signature Dx,Pittsburgh PA Chateau area,Pittsburgh,82500.0
"Senior Data Scientist, Growth",Recruiting From Scratch,Pittsburgh PA North Oakland area,Pittsburgh,160000.0
AI/ML Data Scientist (Senior 7+y),VISIMO,Carnegie PA,Pittsburgh,133000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Pittsburgh PA,Pittsburgh,150000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Pittsburgh PA locations,Pittsburgh,175000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Pittsburgh PA,Pittsburgh,210000.0
"Senior Data Scientist, Growth",Recruiting From Scratch,Pittsburgh PA North Oakland area locations,Pittsburgh,160000.0
AI/ML Data Scientist (Senior 7+y),VISIMO,Carnegie PA location,Pittsburgh,133000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Pittsburgh PA,Pittsburgh,175000.0
AI/ML Data Scientist (2-4y),VISIMO,Carnegie PA,Pittsburgh,86500.0
Senior Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Hybrid remote in Pittsburgh PA,Pittsburgh,250000.0
Principal Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Remote in Pittsburgh PA,Pittsburgh,175000.0
Data Scientist II - Remote,UnitedHealth Group,Remote in Eden Prairie MN locations,Minneapolis,92200.0
Senior Data Scientist,SHR Talent,Remote in Franklin TN,Nashville,72000.0
Lead Data Scientist,S&P Global,Antioch TN,Nashville,155000.0
Statistical Analyst (Remote),Pearson,Remote in Nashville TN,Nashville,59000.0
"Senior Data Scientist, Growth",Recruiting From Scratch,Nashville TN,Nashville,160000.0
Machine Learning Software Engineer - Data,BOSS AI,Remote in Remote TN,Nashville,162500.0
Principal Data Scientist,CEDENT,Nashville TN,Nashville,165000.0
Statistical Programming Analyst III - BCBS/CGS Administrators R1021358,BlueCross BlueShield of South Carolina,Nashville TN,Nashville,72000.0
Senior Statistician - BCBS/CGS Administrators R1021933,BlueCross BlueShield of South Carolina,Nashville TN,Nashville,72000.0
Senior Data Analyst (Pricing Strategy),Simple Logistics Solution,Nashville TN Downtown area,Nashville,90000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Nashville TN,Nashville,150000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Nashville TN,Nashville,175000.0
Applied Machine Learning Engineer,ClientSolv Technologies,Remote in Nashville TN,Nashville,140000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Nashville TN,Nashville,210000.0
Big Data Engineer - PySpark,Logic20/20 Inc.,Nashville TN,Nashville,72000.0
Data Scientist Senior,Progressive,Remote in United States,Nashville,93900.0
Quantitative Data Analyst Mid to Senior - Remote,Progressive,Remote in United States,Nashville,71600.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Nashville TN locations,Nashville,175000.0
Marketing Data Analyst Senior - Remote,Progressive,Remote in United States,Nashville,88500.0
Data Scientist II - Remote,UnitedHealth Group,Remote in Eden Prairie MN,Minneapolis,92200.0
Data Analyst - Remote,UnitedHealth Group,Remote in Eden Prairie MN locations,Minneapolis,92200.0
Lead Data Scientist - Supply Chain Optimization / Applied ML(Remote Or Hybrid),TARGET,Remote in Brooklyn Park MN,Minneapolis,165500.0
Sr Data Analyst - Remote,UnitedHealth Group,Remote in Eden Prairie MN locations,Minneapolis,114500.0
"Lead Statistician & Data Scientist - Minneapolis, MN",General Mills,Hybrid remote in Minneapolis MN location,Minneapolis,128839.0
Sr. Data Scientist - AI/ML - Remote,UnitedHealth Group,Remote in Eden Prairie MN locations,Minneapolis,114500.0
Lead Data Scientist,S&P Global,Saint Paul MN,Minneapolis,155000.0
Actuarial Lead and Data Scientist - Remote,UnitedHealth Group,Remote in Eden Prairie MN,Minneapolis,137100.0
Principal NLP Data Scientist - Remote,UnitedHealth Group,Remote in Eden Prairie MN locations,Minneapolis,137100.0
Senior Automation Data Analyst(Remote Or Hybrid),TARGET,Remote in Minneapolis MN,Minneapolis,91850.0
"Manager, Data Analytics Transformation - Remote",UnitedHealth Group,Remote in Eden Prairie MN,Minneapolis,114500.0
Statistical Analyst (Remote),Pearson,Remote in Saint Paul MN,Minneapolis,59000.0
"Director Data Analytics, Healthcare Economics - Remote",UnitedHealth Group,Remote in Eden Prairie MN,Minneapolis,165800.0
Senior Principal Data Scientist - Telecommute,UnitedHealth Group,Remote in Minnetonka MN location,Minneapolis,165800.0
Sr Healthcare Economics Data Analyst - Remote,UnitedHealth Group,Remote in Eden Prairie MN location,Minneapolis,114500.0
"Senior Data Analyst - UHC M&R Part D - Minnetonka, MN or Remote USA",UnitedHealth Group,Remote in Minnetonka MN,Minneapolis,114500.0
"Fullstack Engineer - AI, ML - Remote - ALL US",UnitedHealth Group,Remote in Eden Prairie MN,Minneapolis,114500.0
Senior Data Analyst,University of Minnesota,Hybrid remote in Minneapolis MN,Minneapolis,67500.0
Senior Web/Data Analyst (Remote),Hawkeye,Remote in Minneapolis MN,Minneapolis,106000.0
AI/ML Senior Analyst - Remote,UnitedHealth Group,Remote in Minnetonka MN,Minneapolis,114500.0
Data Engineer - Machine Learning & AI,Calabrio,Minneapolis MN,Minneapolis,120000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Minneapolis MN,Minneapolis,150000.0
"Sr Healthcare Economics Consultant, NLP - Remote",UnitedHealth Group,Remote in Eden Prairie MN,Minneapolis,114500.0
"Associate Director Healthcare Economics, NLP - Remote",UnitedHealth Group,Remote in Eden Prairie MN,Minneapolis,137100.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Minneapolis MN,Minneapolis,175000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Minneapolis MN,Minneapolis,210000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Minneapolis MN locations,Minneapolis,175000.0
Data Scientist,Koch Minerals & Trading,Wichita KS Northeast Heights area,Kansas,130000.0
Lead Data Scientist,CVS Health,Remote in Kansas,Kansas,152000.0
Data Scientist/ Sr. Data Scientist,Hill's Pet Nutrition,Topeka KS,Kansas,117782.5
"Senior Data Scientist, Growth",Recruiting From Scratch,Overland Park KS locations,Kansas,160000.0
Senior Data Analyst,MHC Kenworth,Leawood KS location,Kansas,97190.0
Statistical Analyst (Remote),Pearson,Remote in Topeka KS,Kansas,59000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Overland Park KS,Kansas,150000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Overland Park KS,Kansas,175000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Overland Park KS,Kansas,210000.0
Treasury Data Analyst Senior - Remote,Progressive,Remote in United States,Kansas,77350.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Overland Park KS location,Kansas,150000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Overland Park KS locations,Kansas,175000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Overland Park KS location,Kansas,210000.0
Statistical Analyst (Remote),Pearson,Remote in Oklahoma City OK,Oklahoma,59000.0
Data Scientist,National Security Agency,Fort Meade MD,Baltimore,125491.0
Applied Mathematician,The Josef Group Inc.,Annapolis Junction MD,Baltimore,180000.0
Data Scientist,SOFTEK,Woodlawn MD,Baltimore,125000.0
Data Scientist,ProObject,Hanover MD,Baltimore,140000.0
Product Data Scientist,"The Consortium, Inc.",Baltimore MD Hampden Woodberry Remington area,Baltimore,145000.0
Senior Data Scientist,Leidos,Annapolis Junction MD,Baltimore,174000.0
Data Scientist - Senior Crime/Intelligence Analyst - Non-Merit,"Baltimore County, MD",Towson MD,Baltimore,102500.0
"Remote Senior Data Engineer - AI, Python, AWS",CyberCoders,Remote in Baltimore MD,Baltimore,160000.0
Senior Data Scientist / Quantitative Researcher,Positive Psyche,Hybrid remote in Baltimore MD,Baltimore,150000.0
Lead Data Scientist,S&P Global,Annapolis MD,Baltimore,155000.0
WPM Senior Data Analyst,T. Rowe Price,Owings Mills MD,Baltimore,87750.0
"Enterprise Data Architect (100% Remote, USA)",Dentsu Aegis Network,Remote in Baltimore MD,Baltimore,173000.0
"Senior Data Scientist, Growth",Recruiting From Scratch,Baltimore MD Downtown area locations,Baltimore,160000.0
Sr. Research Data Analyst,Johns Hopkins University,Hybrid remote in Baltimore MD locations,Baltimore,64235.0
Statistical Analyst (Remote),Pearson,Remote in Annapolis MD,Baltimore,59000.0
Applied Research Mathematician,Leidos,Annapolis Junction MD,Baltimore,115000.0
Mathematical and Statistical Modeling Researcher,Johns Hopkins University,Baltimore MD Dunbar Broadway area,Baltimore,64235.0
Statistical Programmer Analyst,Johns Hopkins University,Hybrid remote in Baltimore MD location,Baltimore,72485.0
Data Scientist,Erias Ventures LLC,Annapolis Junction MD,Baltimore,197500.0
Data Scientist,Leidos,Annapolis Junction MD,Baltimore,145000.0
Data Scientist (Research Data Analytics Manager),"University of Maryland, Baltimore",Baltimore MD,Baltimore,84000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Baltimore MD,Baltimore,150000.0
Senior Machine Learning Engineer - Applied Intelligence (Remote),New Relic,Remote in Annapolis MD,Baltimore,157500.0
Machine Learning Engineer,Erias Ventures LLC,Annapolis Junction MD,Baltimore,197500.0
"DIRECTOR, VITAL STATISTICS ADMINISTRATION (PROGRAM MANAGER SENIOR III)",State of Maryland,Baltimore MD Madison Park area,Baltimore,125872.0
"Sr. Machine Learning Software Engineer (Python, Pytorch, Tensorflow)",Vulnerability Research Labs,Columbia MD,Baltimore,155000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Baltimore MD,Baltimore,210000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Baltimore MD,Baltimore,175000.0
Senior Software Engineer - Java / Machine Learning / Artificial Intelligence,Captivation Software,Annapolis Junction MD,Baltimore,187500.0
Senior Data Analyst,U.S. Bank National Association,St Louis MO Downtown area,St+Louis,108132.5
Lead Data Scientist,Bayer,Creve Coeur MO,St+Louis,72000.0
Data Scientist,The Hire Method LLC,St Louis MO,St+Louis,72000.0
Senior Data Scientist,Bayer,Creve Coeur MO location,St+Louis,72000.0
Senior Data Scientist-Firm Analytics,Edward Jones,St Louis MO,St+Louis,173377.5
"Remote Senior Data Engineer - AI, Python, AWS",CyberCoders,Remote in St Louis MO,St+Louis,160000.0
Senior Data Analyst (Hybrid),Federal Reserve Bank of St. Louis,St Louis MO,St+Louis,78900.0
Senior Statistical Data Analyst,,St Louis MO,St+Louis,86500.0
Statistical Data Analyst III - Program in Occupational Therapy,Washington University in St Louis,St Louis MO Botanical Heights area locations,St+Louis,86500.0
Senior Statistical Data Analyst - General Medical Sciences,Washington University in St Louis,St Louis MO Botanical Heights area,St+Louis,86500.0
Research Statistician II - Neurology,Washington University in St Louis,St Louis MO Botanical Heights area,St+Louis,95150.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in St Louis MO locations,St+Louis,175000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Lakeview IL,St+Louis,150000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Lakeview IL,St+Louis,210000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in St Louis MO,St+Louis,175000.0
Lead Data Scientist,American Health Marketplace,Florida,Orlando,72000.0
Senior Data Analyst,Hire With Jarvis,Remote in Florida,Orlando,145000.0
Data Scientist,Robert Half,Houston TX West Houston area,Houston,105000.0
"Remote Senior Data Engineer - AI, Python, AWS",CyberCoders,Remote in Houston TX,Houston,160000.0
Forward-Deployed Lead Data Engineer,Boston Consulting Group,Houston TX Downtown area,Houston,72000.0
Forward-Deployed Senior Data Engineer,Boston Consulting Group,Houston TX Downtown area locations,Houston,72000.0
Data Scientist,Bluebird Staffing,Miami FL,Florida,112500.0
DATA SCIENTIST,The State of Florida,Tallahassee FL,Florida,54000.0
Statistical Data Analyst,University of South Florida,Saint Petersburg FL Albert Whitted Airport area location,Florida,69975.0
Data Engineer (Analytics),Trellance,Tampa FL Tampa International Airport area location,Florida,125000.0
Senior/Principal Statistical Programmer | Fully Remote,Warman O'Brien,Remote in Miami FL,Florida,130000.0
SENIOR DATA SCIENTIST,The State of Florida,Tallahassee FL,Florida,65000.0
Jr. Artificial Intelligence/Machine Learning Engineer,Rincon Research Corp,Palm Bay FL location,Florida,72000.0
Senior Data Analyst,Xceed Search Partners,Hybrid remote in Scottsdale AZ,Phoenix,110000.0
Engineer - Back end AI / ML,Amex,Phoenix AZ,Phoenix,117500.0
Data Science Associate,Arizona State University,Hybrid remote in Scottsdale AZ location,Phoenix,65800.0
Engineer- Java/Machine Learning,Amex,Phoenix AZ location,Phoenix,117500.0
Principle Data Scientist,Kane Partners LLC,Wayne PA,Philadelphia,200000.0
Data Scientist,DW Simpson,Fort Washington PA,Philadelphia,72000.0
Sr. Data Analyst - Hybrid,Crown Castle,Hybrid remote in Canonsburg PA,Pittsburgh,72000.0
Data Scientist,Robert Half,Chicago IL Loop area,Chicago,115000.0
2023 AI & Data Science Full Time Analyst,"JPMorgan Chase Bank, N.A.",Chicago IL,Chicago,117375.0
Senior Financial Data Analyst,Michael Page,Hybrid remote in Chicago IL location,Chicago,117500.0
Senior Software Developer - Chicago - AI,Michael Page,Chicago IL,Chicago,172500.0
"Analytics Engineer, Data Science",Cardinal Path,Chicago IL Near North area,Chicago,69250.0
Principle Data Scientist,Kane Partners LLC,Dallas TX,Dallas,200000.0
Data Scientist,Caris Life Sciences,Irving TX McArthur area,Dallas,117500.0
Senior Data Analyst,Hire With Jarvis,Remote in Texas,Dallas,145000.0
Data Scientist - Marketing Analytics,Cottonwood Financial,Irving TX Cottonwood area locations,Dallas,72000.0
Senior Data Scientist,Recruiting From Scratch,Remote in Dallas TX locations,Dallas,192500.0
Sr Data Scientist (Remote),Cognizant Technology Solutions,Remote in Dallas TX,Dallas,130000.0
Senior Data Analyst,TimelyMD,Dallas Fort Worth TX,Dallas,95000.0
ML Engineer - MLOps (Remote),Cognizant,Remote in Dallas TX,Dallas,145000.0
Data Scientist,Robert Half,Miami FL,Miami,90000.0
Principal Statistician,Warman O'Brien,Miami FL,Miami,170000.0
Senior Statistician - CRO - Remote,Warman O'Brien,Remote in Miami FL,Miami,150000.0
Sr. Research Data Analyst,Johns Hopkins University,Hybrid remote in Baltimore MD,Baltimore,64235.0
"Senior Data Scientist, Growth",Recruiting From Scratch,Baltimore MD Downtown area,Baltimore,160000.0
